a,b,c,d,e,f,g,h,i,j,k,l
1,238.151,132.39,103.612,5,106.647,0,-4.40451,-6.71556,-4.40451,-3.89011,-9.35552
1,237.634,133.735,110.523,4,108.014,0,-2.94276,-6.28986,-2.94276,-4.67158,-12.2315
1,236.932,131.392,115.953,5,106.819,0,-3.78411,-1.93661,-3.78411,-4.44364,-5.63817
1,239.463,135.316,98.1025,5,107.527,0,-3.62271,-3.63355,-3.62271,-4.58817,-9.51607
1,238.344,137.562,103.577,5,106.085,0,-3.43238,-5.73162,-3.43238,-5.20445,-9.40439
1,237.716,137.834,110.101,4,107.999,0,-2.86249,-4.80512,-2.86249,-2.97137,-11.1188
1,236.88,135.249,116.179,4,108.421,0,-3.12324,-3.43526,-3.12324,-4.97064,-8.12167
1,238.966,140.327,96.8906,6,104.943,0,-4.42301,-3.75745,-4.42301,-3.9799,-9.58377
1,239.063,141.918,103.617,4,108.228,0,-4.27821,-5.26063,-4.27821,-3.97355,-10.5302
1,237.678,143.589,110.384,5,105.505,0,-3.29654,-6.23667,-3.29654,-2.55838,-10.9391
1,237.584,140.65,116.162,5,106.779,0,-3.73205,-2.63789,-3.73205,-3.48535,-6.62414
1,238.933,145.685,98.0405,5,107.737,0,-3.53495,-4.46746,-3.53495,-3.16923,-10.1887
1,238.553,147.015,103.189,5,106.602,0,-3.90089,-5.39282,-3.90089,-4.46126,-9.41173
1,236.145,148.597,109.49,6,104.402,0,-4.20796,-2.9984,-4.20796,-1.90705,-8.49575
1,237.059,146.397,116.354,4,109.289,0,-3.7243,-2.49695,-3.7243,-3.2709,-7.24813
1,238.672,151.584,96.4786,4,108.603,0,-3.57392,-6.69803,-3.57392,-2.18374,-10.286
1,238.701,152.049,103.194,5,105.516,0,-3.46612,-6.57071,-3.46612,-4.43309,-10.0292
1,237.585,153.817,109.756,4,109.741,0,-3.18751,-5.02105,-3.18751,-4.73323,-11.4601
1,236.575,151.556,116.568,4,108.567,0,-4.48941,-2.27252,-4.48941,-3.94489,-7.55987
1,239.206,156.312,96.8126,5,107.18,0,-4.53318,-5.4381,-4.53318,-3.05383,-9.24619
1,238.628,156.949,102.927,5,105.475,0,-4.15919,-5.85918,-4.15919,-4.44993,-9.82829
1,237.982,159.16,109.376,6,105.227,0,-4.65533,-4.82276,-4.65533,-4.47719,-9.13493
1,237.551,156.455,115.624,5,104.953,0,-3.52485,-2.78231,-3.52485,-2.58239,-5.39382
1,239.183,162.769,92.5535,2,97.0431,0,-1.29989,-1.98259,-1.29989,-2.28789,-5.20586
1,238.954,161.522,98.0375,5,105.623,0,-4.9398,-3.92826,-4.9398,-4.26392,-12.0031
1,238.867,161.818,103.194,5,106.379,0,-4.08483,-4.3635,-4.08483,-2.55373,-8.88457
1,237.888,163.838,108.936,4,109.332,0,-3.88288,-5.73554,-3.88288,-4.28194,-9.24962
1,237.451,161.386,115.273,5,104.981,0,-3.44291,-4.99447,-3.44291,-2.5229,-7.60904
1,239.539,165.746,97.9016,4,109.691,0,-3.93948,-4.78925,-3.93948,-5.10007,-8.08505
1,237.896,166.335,102.07,5,104.628,0,-4.1504,-5.49689,-4.1504,-2.42856,-9.08045
1,237.535,168.593,108.515,5,106.009,0,-2.79801,-5.97017,-2.79801,-3.94392,-10.1994
1,236.698,165.524,114.372,5,107.536,0,-4.1315,-6.27625,-4.1315,-4.49922,-8.12975
1,238.357,171.597,97.6235,5,106.719,0,-5.07081,-5.5276,-5.07081,-4.75501,-8.04244
1,237.803,171.581,102.31,5,105.222,0,-3.7887,-6.1743,-3.7887,-2.81556,-9.36136
1,236.895,173.311,108.88,5,105.686,0,-3.64911,-5.54713,-3.64911,-3.28675,-9.60254
1,236.033,171.523,115.635,6,105.253,0,-5.68284,-3.67184,-5.68284,-4.06891,-6.92509
1,238.508,176.311,97.6655,4,109.562,0,-4.40902,-6.15353,-4.40902,-4.16951,-9.14878
1,237.85,176.822,102.883,5,105.984,0,-3.6122,-6.1239,-3.6122,-3.82335,-9.18819
1,237.473,178.316,109.811,5,107.377,0,-3.97512,-5.24889,-3.97512,-3.14063,-7.79667
1,236.407,176.129,115.615,5,105.347,0,-3.50728,-5.80541,-3.50728,-4.40594,-6.89411
1,238.567,181.075,98.1116,4,107.668,0,-4.53777,-4.43821,-4.53777,-4.28742,-9.5484
1,238.195,181.485,102.955,4,108.86,0,-3.82104,-4.34197,-3.82104,-5.0857,-9.88404
1,237.325,182.969,109.764,5,106.074,0,-2.46587,-6.65817,-2.46587,-4.42717,-9.62368
1,236.696,180.847,115.91,5,106.169,0,-2.60591,-4.87297,-2.60591,-3.92151,-6.4601
1,238.699,187.554,97.0266,4,109.331,0,-3.04581,-5.42496,-3.04581,-4.2942,-7.72203
1,237.673,185.288,102.517,5,105.786,0,-5.39168,-4.21874,-5.39168,-4.47031,-11.2286
1,237.106,187.728,108.924,4,109.423,0,-3.01773,-7.08504,-3.01773,-3.94681,-9.40314
1,236.792,185.118,115.967,5,106.34,0,-4.01029,-4.43564,-4.01029,-4.14407,-5.98702
1,238.256,191.587,97.4565,4,109.576,0,-3.13607,-4.53621,-3.13607,-4.64998,-10.6342
1,238.033,191.013,103.087,5,106.795,0,-3.26237,-4.47998,-3.26237,-4.32279,-10.1781
1,237.761,192.262,110.102,5,107.204,0,-4.78531,-5.61302,-4.78531,-3.45868,-11.0549
1,236.623,190.57,115.666,4,107.925,0,-5.03612,-3.58916,-5.03612,-4.15834,-8.32176
1,238.03,196.367,97.4036,5,104.804,0,-2.8125,-6.35851,-2.8125,-2.64819,-9.32353
1,237.777,195.99,103.326,5,107.066,0,-3.63997,-7.48022,-3.63997,-4.2006,-11.5276
1,237.275,197.466,109.579,4,109.433,0,-3.09477,-5.14437,-3.09477,-4.21692,-10.0333
1,237.509,194.766,116.005,4,109.312,0,-3.11361,-5.95176,-3.11361,-4.2083,-8.19149
1,237.177,200.981,98.9406,4,109.251,0,-2.54876,-3.94198,-2.54876,-4.91374,-9.53372
1,237.779,201.217,103.619,6,104.163,0,-5.1125,-5.22883,-5.1125,-5.20342,-11.3992
1,237.206,202.158,108.656,5,106.752,0,-4.0956,-6.24264,-4.0956,-3.86884,-9.57922
1,236.279,201.084,115.569,5,107.439,0,-4.26064,-4.90946,-4.26064,-4.98157,-8.61322
1,245.722,107.314,98.6235,4,106.827,0,-3.08998,-4.56642,-3.08998,-2.73742,-5.30142
1,244.459,106.824,103.836,5,106.166,0,-3.51222,-6.55461,-3.51222,-4.90409,-10.0732
1,243.722,109.547,109.556,6,103.733,0,-4.7157,-5.38238,-4.7157,-2.53125,-10.1358
1,243.699,106.36,115.771,5,105.99,0,-4.12357,-3.53716,-4.12357,-3.32096,-7.99308
1,245.238,112.113,98.3085,3,101.666,0,-3.31748,-3.66814,-3.31748,-3.07386,-7.10332
1,244.997,111.687,103.909,4,109.499,0,-3.16632,-4.74936,-3.16632,-3.5856,-10.4045
1,243.61,114.379,109.67,6,103.967,0,-4.23704,-5.66944,-4.23704,-2.45314,-10.2799
1,243.088,111.361,115.781,5,105.82,0,-3.51254,-4.42458,-3.51254,-3.70853,-6.35841
1,245.636,116.566,98.4816,3,97.5493,0,-2.62726,-4.41825,-2.62726,-2.47601,-7.14
1,244.119,117.218,103.77,5,105.957,0,-2.51799,-5.04627,-2.51799,-3.95302,-8.00123
1,243.462,119.179,109.927,5,106.413,0,-4.95223,-4.49978,-4.95223,-3.13982,-9.89385
1,243.141,115.95,116.005,5,105.313,0,-3.37361,-4.47583,-3.37361,-3.7678,-8.01521
1,245.212,123.046,98.2886,2,98.3781,0,-2.31253,-2.50487,-2.31253,-1.45355,-5.86535
1,244.166,121.829,104.037,5,106.209,0,-3.97117,-5.95367,-3.97117,-4.4094,-9.73978
1,243.322,124.175,109.864,5,107.429,0,-4.19221,-5.94019,-4.19221,-1.94212,-8.08078
1,242.811,120.916,116.255,5,105.686,0,-2.81215,-4.35942,-2.81215,-1.27373,-7.21892
1,245.133,126.728,98.7236,4,106.688,0,-2.5674,-4.60267,-2.5674,-2.08508,-5.67824
1,244.094,126.577,104.106,5,105.478,0,-3.53299,-4.6306,-3.53299,-3.80423,-8.69021
1,243.333,128.874,110.326,5,105.469,0,-3.71054,-4.78927,-3.71054,-3.3273,-10.1714
1,242.903,125.758,116.57,5,106.448,0,-2.86586,-3.58349,-2.86586,-2.61806,-6.57665
1,245.397,131.172,98.8765,5,106.983,0,-3.70814,-3.79937,-3.70814,-3.22126,-7.28421
1,243.994,131.636,103.891,5,106.198,0,-3.32578,-5.22147,-3.32578,-3.6547,-9.20882
1,243.076,133.693,109.585,5,106.715,0,-4.25219,-5.43816,-4.25219,-4.45336,-10.2393
1,242.533,130.652,116.715,4,109.065,0,-1.91966,-3.46721,-1.91966,-3.00144,-7.29714
1,245.648,135.344,99.1625,4,109.402,0,-2.55365,-3.15576,-2.55365,-4.3804,-6.08251
1,243.927,136.635,103.903,5,106.131,0,-2.85521,-6.17861,-2.85521,-2.61957,-9.49554
1,243.165,138.742,109.795,5,105.706,0,-4.34226,-5.20962,-4.34226,-3.89041,-10.597
1,242.858,136.431,115.896,4,109.155,0,-3.26719,-4.38233,-3.26719,-5.02739,-8.03034
1,244.855,141.419,98.1965,3,97.7658,0,-3.25534,-4.17889,-3.25534,-1.97458,-5.61685
1,244.158,141.295,104.027,4,107.298,0,-3.05644,-3.5505,-3.05644,-2.65826,-10.6565
1,243.165,143.493,109.984,4,109.293,0,-3.63788,-5.48502,-3.63788,-3.61534,-11.0677
1,242.605,140.61,116.291,5,107.53,0,-3.40289,-3.44295,-3.40289,-3.77463,-7.0053
1,244.38,147.409,97.5665,3,93.2069,0,-3.00183,-2.39457,-3.00183,-3.03734,-4.22057
1,243.697,146.484,103.071,4,109.329,0,-3.03063,-3.36753,-3.03063,-3.71308,-10.1723
1,243.188,148.725,110.17,5,106.145,0,-3.51468,-5.66175,-3.51468,-3.81804,-10.5217
1,242.586,147.424,115.559,5,107.229,0,-4.2146,-4.23468,-4.2146,-3.80562,-6.59017
1,244.721,152.123,97.6985,3,91.4609,0,-2.3076,-4.19766,-2.3076,-2.43702,-4.91
1,243.063,150.672,103.249,5,106.156,0,-3.79292,-4.44751,-3.79292,-2.58518,-9.65065
1,243.055,154.24,110.899,5,106.047,0,-4.18506,-4.31122,-4.18506,-3.18082,-10.7368
1,242.772,152.597,116.039,4,109.145,0,-2.49062,-4.88311,-2.49062,-2.49471,-5.35806
1,243.508,156.147,102.605,4,108.125,0,-3.74282,-5.99052,-3.74282,-5.33929,-9.7266
1,243.854,158.772,109.11,5,106.914,0,-4.01164,-6.76679,-4.01164,-3.34689,-10.3437
1,243.295,156.955,115.68,4,109.423,0,-3.82184,-4.42269,-3.82184,-4.15672,-7.37847
1,243.121,161.5,102.371,4,109.455,0,-2.33075,-5.97976,-2.33075,-3.75826,-8.89539
1,243.092,163.441,108.519,5,106.11,0,-4.08081,-5.87441,-4.08081,-3.25384,-8.80163
1,243.138,162.295,115.534,4,109.372,0,-3.31737,-4.43666,-3.31737,-3.22631,-6.96298
1,243.677,170.072,97.3746,4,102.312,0,-3.33908,-3.16954,-3.33908,-2.39261,-4.77824
1,243.165,165.497,103.036,5,106.707,0,-3.97866,-5.87168,-3.97866,-5.06868,-7.12584
1,242.779,168.145,108.989,4,107.308,0,-2.84708,-6.37854,-2.84708,-3.97583,-10.001
1,242.145,167.432,115.755,4,109.866,0,-4.50543,-3.12,-4.50543,-3.49921,-5.92145
1,244.407,173.192,97.4266,3,97.5172,0,-2.50272,-3.73104,-2.50272,-2.45286,-3.98687
1,243.372,172.693,103.161,5,106.807,0,-4.32008,-5.7813,-4.32008,-5.02204,-11.0315
1,242.545,172.62,108.899,5,106.507,0,-3.5216,-5.98021,-3.5216,-3.12266,-8.22264
1,242.375,172.348,115.493,5,105.292,0,-4.23129,-4.19635,-4.23129,-3.18462,-7.22565
1,244.507,177.74,97.6096,3,99.1141,0,-2.37302,-4.53309,-2.37302,-3.89072,-5.55973
1,243.575,175.522,104.407,4,108.322,0,-3.98002,-5.33973,-3.98002,-2.02986,-10.6445
1,242.556,177.048,108.883,5,105.35,0,-3.78706,-5.45473,-3.78706,-3.08807,-10.1016
1,242.544,177.242,115.12,5,106.26,0,-3.55521,-6.01729,-3.55521,-3.7594,-8.3558
1,244.754,182.638,97.6566,3,109.562,0,-1.32845,-4.83964,-1.32845,-1.33902,-4.84584
1,243.866,180.413,103.562,5,105.385,0,-3.39508,-5.49794,-3.39508,-4.57831,-9.04467
1,243.028,181.443,108.915,5,106.679,0,-4.93756,-5.69451,-4.93756,-4.90474,-8.8284
1,242.562,181.833,115.443,5,105.869,0,-4.10685,-5.77667,-4.10685,-3.98808,-7.24214
1,244.068,188.965,97.4426,3,99.3098,0,-2.99019,-1.65535,-2.99019,-2.25904,-6.49941
1,242.669,185.225,103.866,4,106.536,0,-4.39549,-6.28609,-4.39549,-2.95745,-12.1715
1,242.975,186.654,109.224,4,108.662,0,-3.50457,-4.96427,-3.50457,-3.93966,-9.73802
1,242.493,186.418,115.574,5,105.791,0,-3.50905,-5.15583,-3.50905,-4.5195,-8.95677
1,243.162,192.898,97.3126,4,105.177,0,-2.72762,-2.08384,-2.72762,-3.27527,-5.52185
1,243.213,189.795,103.754,5,106.651,0,-4.42154,-6.11443,-4.42154,-4.90005,-9.79166
1,243.3,191.088,108.505,4,109.312,0,-2.59385,-5.58264,-2.59385,-3.85828,-9.96232
1,242.363,191.294,115.78,5,106.405,0,-4.93694,-2.92761,-4.93694,-3.95661,-8.34311
1,243.006,197.392,97.8256,3,103.263,0,-3.76586,-3.3668,-3.76586,-3.89388,-7.39481
1,242.678,194.161,103.884,5,106.083,0,-4.68286,-4.17727,-4.68286,-2.71695,-10.0633
1,243.163,196.829,109.202,5,104.854,0,-3.53528,-6.13631,-3.53528,-4.42261,-7.80386
1,241.983,196.301,116.176,5,106.506,0,-4.55218,-4.75954,-4.55218,-4.79743,-9.25456
1,242.406,202.409,97.9745,5,105.492,0,-3.76637,-2.73286,-3.76637,-3.08364,-8.9983
1,243.199,199.628,103.492,5,106.874,0,-4.97022,-5.38854,-4.97022,-5.52199,-8.99972
1,242.753,201.416,109.314,5,105.945,0,-3.92266,-5.5593,-3.92266,-2.99422,-10.301
1,241.91,200.967,116.23,5,105.379,0,-3.59701,-3.98514,-3.59701,-3.60139,-9.33777
1,250.223,107.308,104.477,4,109.159,0,-2.93194,-4.06688,-2.93194,-2.99081,-7.21095
1,249.554,108.51,109.043,5,105.175,0,-3.48767,-5.94432,-3.48767,-4.9222,-10.6822
1,249.502,107.96,115.697,4,115.481,0,-2.23001,-3.72215,-2.23001,-0.836193,-6.53848
1,250.193,112.408,101.994,3,103.934,0,-1.2041,-2.82163,-1.2041,-3.18579,-5.70034
1,249.445,113.304,109.3,5,104.602,0,-4.13349,-5.85968,-4.13349,-3.44499,-10.3317
1,248.869,112.837,115.601,5,105.098,0,-3.47545,-3.66247,-3.47545,-3.12134,-6.3973
1,249.222,115.908,103.549,4,109.124,0,-3.70219,-3.2881,-3.70219,-5.64288,-7.038
1,249.171,117.951,109.588,5,105.981,0,-4.18353,-6.54579,-4.18353,-4.2995,-10.025
1,248.716,117.429,115.735,4,109.286,0,-4.25767,-3.52125,-4.25767,-3.41335,-6.86282
1,249.942,121.002,103.918,5,107.193,0,-2.93014,-4.93042,-2.93014,-4.34347,-4.99698
1,248.989,122.638,109.613,5,105.282,0,-4.74714,-6.94893,-4.74714,-3.69065,-10.0479
1,248.738,122.088,116.18,3,102.14,0,-3.58052,-3.95667,-3.58052,-3.29009,-5.45511
1,249.466,125.475,103.806,5,106.254,0,-3.85404,-3.59798,-3.85404,-3.38717,-7.92477
1,249.219,127.282,109.652,4,109.472,0,-3.16512,-5.62166,-3.16512,-4.89376,-9.47977
1,248.902,126.933,116.49,4,105.19,0,-2.34699,-4.01303,-2.34699,-2.65131,-4.94622
1,249.958,130.493,105.184,5,105.45,0,-4.34673,-3.31814,-4.34673,-2.82605,-7.42703
1,248.431,131.409,109.311,5,106.934,0,-3.58363,-5.70988,-3.58363,-4.24901,-10.4121
1,248.506,131.904,116.799,4,103.855,0,-2.34448,-3.27479,-2.34448,-3.25021,-4.94627
1,250.143,135.24,105.049,6,105.208,0,-3.66171,-3.18742,-3.66171,-2.15104,-6.31334
1,248.834,138.259,109.347,5,106.491,0,-4.89278,-5.07861,-4.89278,-4.91824,-10.5877
1,248.433,136.384,116.244,4,108.783,0,-1.83923,-4.58555,-1.83923,-3.26512,-4.70149
1,249.508,141.024,103.362,5,106.758,0,-2.72491,-2.68892,-2.72491,-3.20109,-4.2204
1,247.695,142.654,109.009,5,104.779,0,-4.10928,-6.70653,-4.10928,-5.46017,-9.44633
1,248.322,140.537,116.373,5,107.466,0,-3.09698,-1.54119,-3.09698,-3.60017,-4.67158
1,250.121,146.683,105.245,5,106.326,0,-2.05463,-3.06702,-2.05463,-2.83141,-6.45309
1,248.121,147.171,108.252,5,106.373,0,-4.01755,-4.73566,-4.01755,-4.3524,-8.75284
1,248.024,147.62,115.659,5,106.964,0,-2.95741,-4.95539,-2.95741,-4.49366,-5.58783
1,248.929,150.435,104.073,4,109.311,0,-2.49189,-4.50847,-2.49189,-3.72389,-7.06479
1,249.768,152.515,108.553,6,105.301,0,-4.8964,-3.29147,-4.8964,-3.36261,-8.57781
1,247.77,152.438,115.981,5,106.926,0,-2.91329,-3.08862,-2.91329,-2.13951,-6.07787
1,249.159,157.383,103.302,4,109.145,0,-1.91194,-2.83822,-1.91194,-3.54891,-6.88058
1,248.678,157.237,108.539,5,106.888,0,-3.87553,-7.09158,-3.87553,-3.19675,-10.035
1,248.481,157.914,115.94,4,104.399,0,-2.41828,-2.52984,-2.41828,-2.71143,-5.73235
1,248.336,161.346,102.274,4,109.217,0,-1.96958,-3.45658,-1.96958,-3.21316,-6.15571
1,248.6,162.101,108.92,5,106.337,0,-4.16164,-5.57019,-4.16164,-3.53605,-8.96431
1,248.098,162.929,116.395,4,108.232,0,-2.57499,-2.30881,-2.57499,-2.07657,-4.77593
1,248.801,166.99,103.239,5,106.64,0,-2.27643,-3.8916,-2.27643,-3.30646,-7.10368
1,248.655,166.994,108.757,5,105.242,0,-4.13094,-5.24511,-4.13094,-3.31658,-7.84943
1,248.144,168.346,116.038,5,107.162,0,-2.33643,-2.74617,-2.33643,-3.13166,-5.58083
1,248.877,171.205,103.719,5,106.373,0,-4.51168,-3.82643,-4.51168,-4.24723,-8.50806
1,248.506,171.624,108.474,5,105.489,0,-3.4207,-5.22779,-3.4207,-2.4913,-9.67939
1,247.862,173.38,115.848,4,109.627,0,-2.50106,-2.99745,-2.50106,-2.46095,-5.55121
1,249.628,175.772,103.804,6,104.565,0,-3.70281,-4.54866,-3.70281,-3.88842,-7.65879
1,248.818,176.859,108.282,4,109.01,0,-3.15183,-5.78757,-3.15183,-3.7705,-8.43003
1,248.231,178.341,115.527,5,106.421,0,-2.42091,-3.78715,-2.42091,-1.95475,-6.57764
1,249.073,181.578,103.334,5,105.7,0,-3.17565,-5.02087,-3.17565,-4.42087,-7.56651
1,248.509,181.826,108.628,5,106.073,0,-4.30122,-6.46062,-4.30122,-2.69054,-10.1006
1,248.073,183.564,115.411,6,104.333,0,-3.6225,-2.67901,-3.6225,-2.12068,-6.20861
1,247.988,185.728,103.729,5,107.232,0,-4.84378,-3.50419,-4.84378,-3.87553,-9.50056
1,248.847,186.484,108.972,5,106.058,0,-3.43996,-5.08737,-3.43996,-4.4376,-7.91477
1,247.888,188.524,115.411,6,104.587,0,-3.52997,-3.17093,-3.52997,-1.2508,-6.56588
1,249.826,189.78,102.999,3,101.68,0,-1.91634,-2.50042,-1.91634,-1.80552,-5.19582
1,248.134,191.021,109.268,4,109.79,0,-4.49393,-6.87875,-4.49393,-3.7911,-8.68432
1,247.805,193.673,115.188,5,106.173,0,-3.37667,-3.88465,-3.37667,-3.81503,-6.41935
1,248.26,195.989,103.739,5,105.856,0,-3.73392,-4.29162,-3.73392,-5.16846,-6.14713
1,248.478,195.731,109.533,5,106.149,0,-3.48458,-4.174,-3.48458,-5.79571,-10.046
1,247.647,198.129,115.367,6,104.304,0,-4.07705,-4.50377,-4.07705,-3.16068,-6.23565
1,248.711,200.736,103.878,5,105.919,0,-3.57278,-3.62516,-3.57278,-2.10385,-5.8853
1,248.172,200.212,109.375,5,106.822,0,-4.46501,-5.25154,-4.46501,-5.83549,-12.4087
1,247.348,202.421,115.696,4,108.874,0,-3.05906,-5.93513,-3.05906,-4.30013,-7.00404
1,254.044,131.885,109.63,2,87.9394,0,-1.8655,-2.25281,-1.8655,-2.94663,-3.65319
1,254.111,136.502,109.411,2,83.3014,0,-2.28353,-2.46886,-2.28353,-1.55009,-4.77431
1,253.882,141.237,109.393,1,nan,0,-1.15937,-2.08978,-1.15937,-3.08464,-3.22321
1,253.657,144.943,110.03,2,122.527,0,-1.80972,-1.63157,-1.80972,-2.79676,-4.81875
1,253.914,151.957,108.94,1,nan,0,-0.578458,-2.3463,-0.578458,-1.45516,-4.00215
1,253.578,165.343,109.084,2,90.7251,0,-1.61545,-1.73846,-1.61545,-2.03318,-3.88553
1,253.256,169.596,108.874,3,99.1242,0,-2.12401,-1.04806,-2.12401,-1.85144,-2.97742
1,253.733,175.646,108.693,3,94.5446,0,-1.40325,-1.54342,-1.40325,-1.34715,-3.92462
1,253.361,184.698,108.748,3,94.3778,0,-1.45079,-3.78778,-1.45079,-1.84699,-2.89853
1,253.784,189.486,109.061,3,85.055,0,-2.14242,-2.36105,-2.14242,-2.52513,-3.43615
1,217.591,110.984,101.453,4,108.916,0,-2.18733,-4.44261,-2.18733,-1.7216,-6.64125
1,216.242,108.637,107.003,3,96.378,0,-1.6604,-1.95302,-1.6604,-1.3759,-4.95843
1,217.589,115.907,101.341,4,107.039,0,-2.16797,-4.01828,-2.16797,-2.01341,-4.77307
1,216.353,113.833,107.31,3,97.5926,0,-1.57027,-1.89616,-1.57027,-1.38675,-3.76913
1,217.675,120.865,101.138,4,109.946,0,-1.52087,-4.38945,-1.52087,-1.93606,-5.58368
1,216.633,118.846,107.435,3,104.093,0,-2.22618,-2.02755,-2.22618,-1.97837,-5.24414
1,217.921,125.7,100.552,4,108.748,0,-2.13062,-3.3732,-2.13062,-2.00269,-4.90025
1,216.612,124.285,106.832,4,102.506,0,-2.02435,-3.45712,-2.02435,-1.32422,-3.75569
1,218.227,131.788,100.101,4,107.795,0,-1.69144,-3.69765,-1.69144,-1.17416,-5.83099
1,216.846,129.818,106.315,2,96.4546,0,-1.92635,-3.89901,-1.92635,-3.78697,-3.71068
1,217.508,137.549,100.303,4,105.748,0,-1.50841,-2.50925,-1.50841,-1.37965,-4.85699
1,216.109,135.225,106.802,3,103.123,0,-1.58458,-3.41808,-1.58458,-0.0606315,-4.11814
1,217.32,142.18,100.255,3,96.6022,0,-1.57295,-4.15584,-1.57295,-1.30602,-4.69591
1,216.455,140.059,106.463,3,104.031,0,-2.14455,-3.50574,-2.14455,-1.93935,-5.91014
1,217.419,147.079,100.373,3,102.684,0,-1.61561,-2.19494,-1.61561,-1.24351,-4.58304
1,216.526,144.751,106.333,3,103.201,0,-2.13001,-3.95012,-2.13001,-1.94635,-5.50952
1,217.403,152.117,100.439,3,106.64,0,-1.45042,-3.22217,-1.45042,-1.23178,-5.6572
1,216.565,149.748,106.324,3,103.592,0,-1.55678,-3.21876,-1.55678,-1.95427,-6.2703
1,217.136,157.061,100.079,3,95.2868,0,-0.959439,-2.41189,-0.959439,-1.3345,-5.10197
1,216.557,154.775,106.429,3,100.62,0,-2.336,-3.20968,-2.336,-1.76425,-6.01571
1,216.61,159.654,106.267,4,107.878,0,-2.09667,-2.83969,-2.09667,-1.9018,-5.40814
1,216.453,164.695,106.273,3,105.103,0,-2.19799,-3.48706,-2.19799,-2.0016,-6.04045
1,216.428,169.625,106.48,3,102.142,0,-2.06471,-4.49263,-2.06471,-1.95099,-6.0315
1,216.261,174.38,106.465,3,102.426,0,-1.50857,-3.95668,-1.50857,-1.93202,-4.65344
1,216.269,179.086,106.404,3,103.176,0,-2.455,-3.92579,-2.455,-1.24062,-5.72142
1,216.337,183.864,106.294,3,100.134,0,-2.2885,-3.84922,-2.2885,-1.27942,-5.83986
1,216.235,188.828,106.27,3,103.453,0,-1.57291,-4.66439,-1.57291,-1.30971,-6.3014
1,216.339,193.63,106.448,3,98.6318,0,-2.30753,-4.05004,-2.30753,-1.20615,-4.15422
1,216.443,198.667,106.555,3,103.323,0,-2.10969,-3.04973,-2.10969,-1.28237,-4.45367
1,216.775,195.523,112.638,3,87.7412,0,-1.77026,-2.57286,-1.77026,-1.2655,-3.69912
1,216.378,203.824,105.959,3,104.518,0,-2.41205,-2.81564,-2.41205,-2.51948,-5.18256
1,223.41,110.857,94.3856,5,105.791,0,-2.49578,-4.42413,-2.49578,-3.20483,-6.98673
1,223.056,112.326,101.499,6,105.286,0,-3.98911,-7.08578,-3.98911,-3.86559,-9.15313
1,222.01,109.863,107.487,4,109.146,0,-4.37937,-6.14979,-4.37937,-6.16031,-9.32514
1,221.732,107.309,113.468,6,105.69,0,-4.65404,-4.17089,-4.65404,-1.48448,-7.25438
1,223.347,115.667,94.3856,6,105.771,0,-2.34494,-3.89945,-2.34494,-3.88356,-6.28686
1,223.192,117.027,101.686,5,107.603,0,-4.66912,-7.43293,-4.66912,-4.57075,-9.80823
1,222.152,114.956,107.537,5,106.457,0,-4.17143,-6.29196,-4.17143,-5.27603,-8.38916
1,221.546,112.174,113.454,5,105.447,0,-4.48433,-4.0883,-4.48433,-3.42249,-9.20017
1,223.319,120.388,94.0135,4,105.678,0,-1.77517,-4.3707,-1.77517,-3.90002,-5.47841
1,223.244,121.645,101.476,5,107.021,0,-3.53442,-7.06269,-3.53442,-4.27247,-9.06924
1,222.092,119.578,107.889,5,105.72,0,-4.77394,-5.28078,-4.77394,-4.1357,-8.78562
1,222.198,116.518,113.913,6,103.758,0,-3.23881,-5.46081,-3.23881,-2.59737,-5.65088
1,223.235,124.986,93.8726,4,113.398,0,-2.8096,-3.09222,-2.8096,-3.81616,-3.75746
1,223.298,126.555,101.39,4,108.732,0,-3.81681,-5.06042,-3.81681,-3.79321,-9.58617
1,221.902,124.997,107.595,5,106.009,0,-3.61394,-5.09055,-3.61394,-3.11339,-10.466
1,221.434,122.906,111.829,5,107.189,0,-4.58473,-4.98738,-4.58473,-3.69971,-9.79903
1,223.54,129.833,94.2095,4,110.125,0,-2.51071,-3.47073,-2.51071,-4.91839,-4.51958
1,223.149,133.131,101.123,5,106.404,0,-4.24325,-4.77499,-4.24325,-3.79439,-9.07155
1,221.63,130.676,106.684,5,106.144,0,-4.39914,-4.43993,-4.39914,-3.33066,-8.8815
1,220.872,128.362,112.97,5,107.083,0,-3.32691,-3.61793,-3.32691,-3.23405,-7.9528
1,222.891,135.031,94.2125,4,105.434,0,-2.51243,-3.26435,-2.51243,-2.60579,-6.50517
1,222.952,137.857,100.873,5,106.748,0,-4.38521,-5.55775,-4.38521,-4.01953,-10.4594
1,221.672,135.61,106.945,5,105.493,0,-3.67445,-5.70215,-3.67445,-3.71499,-9.36277
1,220.744,133.589,112.545,5,107.692,0,-4.83464,-1.91996,-4.83464,-3.02895,-7.25645
1,223.49,140.021,93.7515,4,107.399,0,-3.07296,-2.95357,-3.07296,-3.13968,-5.57318
1,222.861,142.747,100.462,5,106.18,0,-2.99806,-6.025,-2.99806,-3.96367,-11.6606
1,221.906,140.694,106.723,5,105.913,0,-3.43823,-5.23278,-3.43823,-3.88038,-8.86549
1,221.065,138.41,112.874,5,105.841,0,-3.65959,-5.37162,-3.65959,-1.36775,-7.62285
