a,b,c,d,e,f,g,h,i,j,k,l
1,223.385,11.9273,468.667,4,109.818,0,-2.57054,-3.91187,-2.57054,-4.36747,-6.8349
1,225.028,6.37602,445.512,4,109.775,0,-3.83514,-4.81758,-3.83514,-5.55891,-10.6276
1,224.549,8.89825,451.617,4,109.708,0,-3.78497,-4.87466,-3.78497,-7.41408,-10.3176
1,224.207,11.9155,456.314,4,109.929,0,-3.86019,-3.98905,-3.86019,-6.70451,-10.2461
1,223.887,14.5083,462.556,4,109.502,0,-3.83478,-5.42285,-3.83478,-6.17128,-10.5107
1,223.451,16.9262,468.708,4,110.009,0,-2.50267,-3.81882,-2.50267,-3.84341,-7.00559
1,224.858,11.2478,445.587,4,109.731,0,-3.90596,-4.69164,-3.90596,-6.98044,-10.9363
1,224.693,14.3975,450.242,4,109.607,0,-3.93547,-4.84262,-3.93547,-6.15268,-9.79822
1,224.273,16.837,456.295,4,109.851,0,-3.94496,-4.15469,-3.94496,-5.32698,-10.5521
1,223.745,19.3792,462.52,4,109.409,0,-3.93655,-4.94054,-3.93655,-6.05803,-10.4697
1,223.406,21.8133,468.555,4,109.626,0,-2.6419,-4.85944,-2.6419,-3.81286,-6.04914
1,225.14,16.7129,444.024,4,109.522,0,-3.88768,-4.17091,-3.88768,-5.09015,-9.84334
1,224.703,19.2837,450.267,4,109.566,0,-3.91208,-5.24761,-3.91208,-6.05592,-10.3385
1,224.211,21.9091,456.301,4,109.718,0,-3.83266,-4.68043,-3.83266,-6.06976,-9.77555
1,223.759,24.4083,462.362,4,109.776,0,-3.29387,-5.35223,-3.29387,-6.38561,-10.5636
1,223.36,26.7674,468.65,4,109.733,0,-2.51559,-3.87592,-2.51559,-4.46844,-6.28059
1,225.098,21.6281,444.156,4,109.728,0,-3.88709,-4.85738,-3.88709,-6.46764,-10.3585
1,224.502,24.207,450.128,4,109.755,0,-3.20026,-6.03665,-3.20026,-6.30073,-10.552
1,224.192,26.7573,456.324,4,109.783,0,-3.92671,-5.35872,-3.92671,-6.58195,-9.87352
1,223.752,29.2344,462.451,4,109.751,0,-3.87957,-4.93055,-3.87957,-7.21606,-9.93371
1,223.201,31.1878,470.092,2,123.38,0,-1.29699,-2.06748,-1.29699,-2.96116,-5.30763
1,225.114,26.6314,444.081,4,109.884,0,-3.93581,-4.74635,-3.93581,-6.08026,-10.6785
1,224.573,29.1196,450.244,4,109.452,0,-3.88051,-4.85738,-3.88051,-6.07511,-9.13473
1,224.146,31.7004,456.376,4,109.826,0,-3.8509,-4.89974,-3.8509,-6.03551,-10.1344
1,223.658,33.563,463.956,4,109.974,0,-3.86961,-3.72093,-3.86961,-6.08365,-10.0907
1,223.255,36.7239,468.546,4,109.965,0,-2.64834,-3.1697,-2.64834,-4.20099,-6.87675
1,225.066,31.6074,444.129,4,109.792,0,-3.92946,-5.37841,-3.92946,-6.06653,-10.4696
1,224.619,34.1217,450.118,4,109.906,0,-3.96239,-4.80839,-3.96239,-5.3605,-10.5342
1,224.04,36.1272,457.774,4,109.847,0,-3.81203,-4.28434,-3.81203,-6.23076,-10.1945
1,223.77,39.0882,462.57,4,109.702,0,-3.77224,-4.42795,-3.77224,-6.03944,-10.3847
1,223.122,41.2062,469.991,2,133.816,0,-1.24884,-2.49096,-1.24884,-2.4579,-5.12145
1,225.202,36.5463,443.984,4,110.023,0,-3.87882,-4.78685,-3.87882,-5.47035,-10.1274
1,224.474,38.4732,451.597,4,109.912,0,-3.94661,-4.40709,-3.94661,-5.86264,-10.4229
1,224.208,41.6127,456.213,4,109.818,0,-3.90744,-4.223,-3.90744,-5.9504,-10.6556
1,223.574,43.534,463.881,4,109.732,0,-3.93483,-4.67993,-3.93483,-6.64507,-10.6738
1,223.193,46.0205,470.067,2,125.82,0,-1.27429,-2.70946,-1.27429,-3.53339,-5.08305
1,224.916,40.9703,445.51,4,109.391,0,-3.20039,-5.02677,-3.20039,-6.30224,-10.114
1,224.743,44.0553,450.195,4,109.847,0,-3.86532,-4.34126,-3.86532,-5.55445,-10.0309
1,224.081,46.0515,457.705,4,109.447,0,-3.87399,-5.54561,-3.87399,-6.08696,-10.1071
1,223.55,48.502,463.971,4,109.72,0,-3.89967,-5.43422,-3.89967,-4.87653,-10.1247
1,223.265,51.0677,470.117,2,126.242,0,-1.30479,-1.98582,-1.30479,-3.51055,-5.04907
1,224.943,46.2919,444.163,4,109.499,0,-3.87533,-4.39944,-3.87533,-6.05445,-9.89341
1,224.566,48.4198,451.76,4,110.055,0,-3.82708,-5.43298,-3.82708,-6.69331,-10.6612
1,224.087,50.9104,457.981,4,110.121,0,-3.91797,-3.68595,-3.91797,-5.40934,-10.6682
1,223.669,53.4741,464.078,4,110.001,0,-3.83868,-4.71822,-3.83868,-5.53398,-10.6688
1,223.441,56.6471,468.638,4,109.901,0,-2.65741,-3.74395,-2.65741,-4.2823,-6.72354
1,224.944,50.8387,445.421,4,109.749,0,-3.92924,-5.02123,-3.92924,-5.87664,-10.7989
1,224.518,53.341,451.692,4,109.777,0,-3.79153,-6.00229,-3.79153,-6.81032,-10.2811
1,224.092,55.9633,457.941,4,109.678,0,-3.90256,-4.67674,-3.90256,-5.45155,-10.4577
1,223.842,58.8975,462.632,4,109.779,0,-3.77945,-4.83022,-3.77945,-6.07169,-10.6117
1,223.283,61.0014,470.005,2,139.624,0,-1.32155,-3.01278,-1.32155,-2.69526,-5.49049
1,224.961,55.7714,445.412,4,109.532,0,-3.85162,-6.04558,-3.85162,-5.30041,-9.85907
1,224.534,58.2391,451.782,4,109.907,0,-3.7944,-4.28276,-3.7944,-7.15148,-10.6774
1,224.34,61.3701,456.456,4,109.823,0,-3.89843,-4.89746,-3.89843,-6.00606,-9.8748
1,223.618,63.2651,463.98,4,109.446,0,-3.8806,-4.19637,-3.8806,-6.15895,-10.742
1,223.416,65.8989,470.122,2,126.384,0,-1.2584,-2.54222,-1.2584,-3.69112,-5.18963
1,224.93,60.6678,445.572,4,109.876,0,-3.86529,-4.8241,-3.86529,-4.26416,-10.063
1,224.755,63.7323,450.339,4,110.104,0,-3.88039,-4.9228,-3.88039,-6.48776,-10.1301
1,224.105,65.7768,457.796,4,109.834,0,-3.86146,-4.90245,-3.86146,-6.0984,-10.4333
1,223.706,68.3519,463.923,4,109.756,0,-3.87405,-4.35879,-3.87405,-6.09956,-10.2321
1,223.338,70.9195,470.004,2,134.432,0,-1.32033,-2.45666,-1.32033,-2.88768,-4.96748
1,225.12,66.0074,444.173,4,109.486,0,-3.8545,-4.83122,-3.8545,-5.45077,-10.1849
1,224.479,68.1336,451.72,4,109.561,0,-3.25133,-4.79158,-3.25133,-6.27216,-10.5377
1,224.209,70.7055,457.854,4,109.766,0,-3.85974,-5.19056,-3.85974,-6.72718,-10.6663
1,223.769,73.2161,463.946,4,109.811,0,-3.88025,-5.3818,-3.88025,-5.55841,-9.96683
1,223.339,75.8274,470.083,2,130.559,0,-1.30264,-3.2991,-1.30264,-3.47731,-5.25721
1,224.99,70.4746,445.544,4,109.965,0,-3.89907,-4.18359,-3.89907,-5.34261,-10.5314
1,224.64,73.108,451.541,4,109.785,0,-3.85915,-5.37803,-3.85915,-5.90496,-9.99936
1,224.207,75.6303,457.773,4,109.822,0,-3.92706,-5.26509,-3.92706,-4.80752,-10.554
1,223.716,78.1416,463.981,4,109.727,0,-3.92469,-5.48311,-3.92469,-5.00276,-10.0937
1,223.249,80.7255,470.045,2,132.92,0,-1.20425,-3.12397,-1.20425,-2.43316,-5.30269
1,225.072,75.5197,445.5,4,109.688,0,-3.90483,-4.18028,-3.90483,-5.43678,-10.4667
1,224.635,78.0793,451.619,4,109.837,0,-3.87411,-5.51497,-3.87411,-4.89738,-10.021
1,224.186,80.5725,457.835,4,109.889,0,-3.87225,-5.45627,-3.87225,-5.52654,-10.9014
1,223.75,83.111,464.004,4,109.469,0,-3.79055,-4.82134,-3.79055,-6.22368,-10.4894
1,223.301,85.6982,470.002,2,127.595,0,-1.26176,-3.16625,-1.26176,-3.63547,-5.11485
1,225.019,80.5318,445.525,4,109.613,0,-3.88925,-4.75799,-3.88925,-5.65648,-10.613
1,224.632,83.0264,451.652,4,109.821,0,-3.81386,-5.94331,-3.81386,-4.96874,-10.672
1,224.23,85.5184,457.81,4,109.76,0,-3.83492,-4.79099,-3.83492,-6.21875,-10.3163
1,223.613,88.0485,464.012,4,109.594,0,-3.91906,-5.47079,-3.91906,-5.49004,-10.5886
1,223.263,90.4908,470.022,2,127.119,0,-1.89402,-3.29364,-1.89402,-4.30685,-5.34081
1,225.052,85.4791,445.41,4,109.595,0,-3.90546,-5.32753,-3.90546,-5.92012,-10.0385
1,224.687,87.9741,451.639,4,109.753,0,-3.94182,-4.92545,-3.94182,-6.01137,-10.5142
1,224.121,90.5693,457.725,4,109.747,0,-3.76365,-4.82936,-3.76365,-6.22931,-10.7217
1,223.604,93.0218,463.969,4,109.847,0,-3.86297,-5.4708,-3.86297,-5.35342,-10.7988
1,223.135,95.3987,469.888,3,112.677,0,-2.49881,-2.64717,-2.49881,-3.61889,-5.02674
1,224.951,90.4753,445.464,4,109.792,0,-3.82183,-4.80222,-3.82183,-4.9736,-10.37
1,224.621,92.9816,451.478,4,109.4,0,-3.91217,-4.8602,-3.91217,-5.31979,-11.2083
1,224.151,95.5059,457.767,4,109.759,0,-3.89183,-4.88079,-3.89183,-5.54277,-10.6385
1,223.516,98.0004,463.929,4,109.656,0,-3.91363,-5.94411,-3.91363,-5.41254,-10.5075
1,223.261,100.964,468.569,4,109.52,0,-2.5993,-3.4324,-2.5993,-5.05021,-6.77124
1,230.585,292.306,444.128,4,109.972,0,-3.86209,-5.44195,-3.86209,-4.7761,-10.8633
1,230.224,294.839,450.216,4,109.699,0,-3.9531,-5.99054,-3.9531,-5.4113,-10.0848
1,229.653,0.787082,456.394,4,109.753,0,-3.90381,-5.50731,-3.90381,-4.92946,-10.5052
1,229.253,3.24181,462.535,4,109.805,0,-3.83117,-6.04169,-3.83117,-6.51048,-10.6665
1,228.883,5.72817,468.731,3,106.237,0,-1.90897,-3.37263,-1.90897,-4.29044,-6.73259
1,230.552,0.784075,444.095,4,109.7,0,-3.84299,-4.75607,-3.84299,-6.18931,-10.6443
1,230.072,3.14536,450.302,4,109.363,0,-3.84568,-4.92427,-3.84568,-6.0293,-10.5212
1,229.669,5.7078,456.413,4,109.578,0,-3.83813,-5.45852,-3.83813,-5.54182,-10.4722
1,229.264,8.17329,462.582,4,109.558,0,-3.84666,-5.37818,-3.84666,-5.37849,-11.0331
1,228.843,10.9002,468.562,3,110.838,0,-1.96738,-3.15124,-1.96738,-3.06983,-6.31793
1,230.572,5.71311,444.05,4,109.741,0,-3.83476,-5.43087,-3.83476,-6.12494,-10.5243
1,230.15,8.18507,450.273,4,109.575,0,-3.88879,-4.82371,-3.88879,-5.59658,-9.91581
1,229.71,10.6772,456.389,4,109.667,0,-3.91104,-5.44295,-3.91104,-7.20327,-9.6917
1,229.236,13.1426,462.49,4,109.412,0,-3.90844,-4.59489,-3.90844,-6.08514,-9.61438
1,228.784,15.7404,468.605,3,107.834,0,-2.58823,-3.87727,-2.58823,-3.13236,-6.77539
1,230.624,10.6419,444.116,4,109.686,0,-3.92643,-5.44738,-3.92643,-6.16127,-10.3145
1,230.159,13.1268,450.21,4,109.974,0,-3.91877,-5.33197,-3.91877,-5.49756,-10.0566
1,229.623,15.5438,456.365,4,109.812,0,-3.84798,-5.21563,-3.84798,-5.66506,-10.1095
1,229.179,18.1828,462.476,4,109.964,0,-3.88171,-4.29848,-3.88171,-6.61604,-10.4309
1,228.776,20.6029,468.715,3,106.235,0,-2.55809,-3.75963,-2.55809,-4.40218,-6.33392
1,230.512,15.5184,444.09,4,109.87,0,-3.87889,-5.44584,-3.87889,-6.19996,-9.7764
1,230.091,18.0468,450.253,4,109.62,0,-3.82983,-5.36814,-3.82983,-6.82938,-10.2672
1,229.616,20.5116,456.318,4,109.959,0,-3.89528,-5.37459,-3.89528,-4.90415,-10.3537
1,229.119,23.1012,462.427,4,109.575,0,-3.8337,-5.32046,-3.8337,-6.14471,-10.2345
1,228.731,25.58,468.708,3,108.266,0,-1.89215,-3.1755,-1.89215,-4.46059,-6.4374
1,230.555,20.3978,444.207,4,109.542,0,-3.88957,-5.99432,-3.88957,-4.87577,-10.4519
1,230.144,23.0082,450.263,4,109.522,0,-3.86899,-5.4909,-3.86899,-5.60832,-9.80249
1,229.62,25.4024,456.39,4,109.664,0,-3.97016,-4.89472,-3.97016,-4.89271,-10.5454
1,229.141,27.9907,462.574,4,109.93,0,-3.93937,-4.84318,-3.93937,-4.76528,-10.711
1,230.625,25.2311,444.256,4,109.253,0,-3.91855,-5.53264,-3.91855,-4.70013,-9.97728
1,230.012,27.792,450.383,4,109.509,0,-3.82854,-4.90367,-3.82854,-5.89543,-9.75004
1,229.65,30.4269,456.423,4,109.36,0,-3.88834,-4.19641,-3.88834,-5.80025,-9.86195
1,229.016,32.4756,463.951,4,109.873,0,-3.86913,-4.18195,-3.86913,-6.0808,-10.0246
1,228.749,35.5599,468.601,4,109.853,0,-1.95418,-3.61267,-1.95418,-3.65117,-6.68359
1,230.538,30.2334,444.154,4,109.716,0,-3.90456,-4.86998,-3.90456,-6.10144,-9.78848
1,230.15,32.8476,450.344,4,109.453,0,-3.8819,-4.25326,-3.8819,-5.34629,-10.1584
1,229.431,34.8419,457.767,4,109.574,0,-3.88953,-4.17011,-3.88953,-5.49027,-9.90332
1,229.163,37.8902,462.501,4,109.698,0,-3.85944,-4.30321,-3.85944,-5.60633,-10.1234
1,228.756,40.4102,468.773,3,105.823,0,-1.88291,-3.35957,-1.88291,-4.27896,-6.95759
1,230.522,35.1331,444.134,4,109.381,0,-3.74538,-4.83977,-3.74538,-6.0006,-9.01157
1,230.008,37.2131,451.671,4,109.694,0,-3.8694,-4.15131,-3.8694,-6.6782,-10.5066
1,229.601,40.3398,456.41,4,109.799,0,-3.84497,-4.80448,-3.84497,-5.5808,-10.8237
1,229.26,42.8128,462.579,4,109.677,0,-3.85169,-4.78412,-3.85169,-4.88443,-10.8448
1,230.458,39.6477,445.647,4,109.844,0,-3.97085,-4.30571,-3.97085,-6.00762,-10.3695
1,230.14,42.7495,450.314,4,109.862,0,-3.88504,-4.96562,-3.88504,-4.2843,-9.92342
1,229.734,45.2822,456.391,4,109.857,0,-3.96,-5.35379,-3.96,-4.84316,-10.8022
1,229.168,47.1738,464.06,4,109.869,0,-3.96502,-4.27287,-3.96502,-6.14007,-10.7039
1,228.741,50.3118,468.829,3,106.688,0,-2.53942,-2.07507,-2.53942,-4.3579,-7.28238
1,230.454,45.1271,444.073,4,109.696,0,-3.92975,-4.88223,-3.92975,-6.05689,-10.9976
1,230.058,47.582,450.542,4,109.334,0,-3.28776,-5.52804,-3.28776,-5.78634,-9.901
1,229.591,49.7181,457.782,4,109.8,0,-3.26353,-4.275,-3.26353,-5.47135,-10.5741
1,229.204,52.6396,462.725,4,109.154,0,-3.80133,-4.76033,-3.80133,-6.508,-10.0024
1,230.531,50.1175,444.198,4,109.6,0,-3.92308,-4.88332,-3.92308,-5.47619,-10.6061
1,229.955,52.0806,451.671,4,110,0,-3.87068,-4.90906,-3.87068,-5.86425,-10.0348
1,229.574,54.649,457.609,4,108.704,0,-3.84869,-5.23891,-3.84869,-5.76335,-10.1155
1,229.25,57.204,463.858,4,109.766,0,-2.60758,-5.49302,-2.60758,-5.62212,-11.2886
1,228.905,60.287,468.627,3,109.389,0,-2.59888,-2.54107,-2.59888,-4.41038,-7.17259
1,230.462,54.5336,445.584,4,109.863,0,-3.90126,-4.83558,-3.90126,-5.45454,-10.6106
1,229.976,57.0618,451.697,4,109.513,0,-3.91795,-5.34113,-3.91795,-6.18793,-10.7485
1,229.688,60.1289,456.638,4,109.43,0,-3.23898,-5.48226,-3.23898,-5.60157,-10.0465
1,229.27,62.7307,462.484,4,109.648,0,-3.78628,-4.81148,-3.78628,-6.77389,-10.3706
1,230.517,59.4886,445.64,4,109.811,0,-3.87001,-4.40365,-3.87001,-5.52612,-10.8301
1,230.227,62.5606,450.348,4,109.559,0,-3.81623,-4.18026,-3.81623,-6.64008,-9.77259
1,229.82,65.0632,456.396,4,109.724,0,-3.22678,-4.78978,-3.22678,-4.93798,-10.4889
1,229.106,67.0709,464.011,4,109.855,0,-3.79334,-4.23457,-3.79334,-4.98235,-10.2461
1,230.573,64.9926,444.164,4,109.728,0,-3.25255,-4.81619,-3.25255,-5.14384,-10.828
1,230.163,67.5099,450.294,4,109.685,0,-3.89818,-5.02698,-3.89818,-6.1124,-10.643
1,229.695,69.4061,457.845,4,109.896,0,-3.90833,-4.25287,-3.90833,-5.97027,-10.3931
1,229.183,72.0507,463.977,4,109.459,0,-3.77578,-4.85178,-3.77578,-6.26614,-9.92421
1,230.737,69.9707,444.087,4,109.973,0,-3.88978,-4.39409,-3.88978,-5.47815,-10.7325
1,230.049,71.8656,451.69,4,110.006,0,-3.89882,-4.87127,-3.89882,-5.41052,-10.5817
1,229.578,74.413,457.843,4,109.797,0,-3.96355,-4.8549,-3.96355,-5.44051,-9.83866
1,229.162,76.9091,464.001,4,109.844,0,-3.89051,-4.82551,-3.89051,-5.49734,-10.5613
1,228.98,80.0263,468.635,3,105.655,0,-1.9812,-3.21228,-1.9812,-3.81298,-6.96826
1,230.549,74.4195,445.474,4,109.688,0,-3.28437,-4.99691,-3.28437,-5.43384,-9.97825
1,230.108,76.8638,451.773,4,109.769,0,-3.84355,-5.33347,-3.84355,-6.27934,-10.5195
1,229.664,79.3062,457.97,4,109.899,0,-3.91689,-5.42018,-3.91689,-5.49036,-10.6984
1,229.285,82.4616,462.548,4,109.752,0,-3.84158,-4.24354,-3.84158,-6.63101,-10.4162
1,228.869,84.9723,468.724,3,106.446,0,-1.95561,-3.33573,-1.95561,-3.6728,-7.70578
1,230.444,79.3549,445.552,4,109.958,0,-3.88441,-6.0621,-3.88441,-5.0122,-10.0343
1,230.155,81.7991,451.841,4,109.583,0,-3.86157,-4.87165,-3.86157,-6.76293,-10.7925
1,229.822,85.0163,456.536,4,109.659,0,-3.93274,-4.85497,-3.93274,-5.36808,-10.2305
1,229.286,87.4966,462.513,4,109.685,0,-3.79038,-4.3229,-3.79038,-6.04754,-10.2336
1,230.551,84.2334,445.61,4,109.733,0,-3.9076,-4.79247,-3.9076,-6.06644,-10.2688
1,230.226,87.4123,450.19,4,109.685,0,-3.77985,-4.30454,-3.77985,-6.92948,-10.4894
1,229.809,89.8584,456.478,4,109.604,0,-3.88648,-5.62955,-3.88648,-7.0886,-10.5259
1,229.108,91.8192,464.011,4,109.843,0,-3.90025,-3.75867,-3.90025,-6.02736,-10.6014
1,228.834,94.9413,468.663,3,106.193,0,-1.96656,-3.30417,-1.96656,-3.107,-7.21336
1,230.59,89.7474,444.06,4,109.55,0,-3.95388,-4.82681,-3.95388,-6.13406,-9.53116
1,230.149,92.2944,450.033,4,109.61,0,-3.77184,-4.42275,-3.77184,-6.24102,-10.7051
1,229.647,94.1808,457.927,4,109.855,0,-3.89094,-4.76375,-3.89094,-6.14261,-10.3255
1,229.197,97.3189,462.543,4,109.622,0,-3.86106,-4.11873,-3.86106,-6.08311,-9.86671
1,228.804,99.7294,468.677,3,104.323,0,-1.96323,-3.29536,-1.96323,-4.33034,-6.41336
1,235.96,290.629,445.688,4,109.743,0,-3.25652,-3.8294,-3.25652,-4.99713,-7.71152
1,235.647,293.168,451.756,4,109.763,0,-3.90491,-5.38792,-3.90491,-6.09977,-8.76354
1,235.019,295.616,457.799,4,109.723,0,-3.82995,-5.37365,-3.82995,-6.00468,-9.73989
1,234.617,1.63934,463.926,4,109.631,0,-3.82949,-4.11581,-3.82949,-6.49776,-8.90492
1,235.875,295.639,445.648,4,109.584,0,-3.27028,-3.90002,-3.27028,-5.45498,-7.56352
1,235.511,1.55968,451.545,4,109.362,0,-3.83644,-5.36435,-3.83644,-5.84634,-8.99325
1,235.068,3.98482,457.774,4,109.77,0,-3.86222,-4.93709,-3.86222,-5.96097,-8.89227
1,234.809,7.09015,462.555,4,109.523,0,-3.89738,-4.14356,-3.89738,-7.20103,-8.66524
1,235.831,3.89171,445.677,4,109.99,0,-3.17026,-3.77253,-3.17026,-5.46079,-8.03392
1,235.534,6.41138,451.709,4,109.675,0,-3.84121,-4.78098,-3.84121,-5.51645,-8.55243
1,235.173,9.54133,456.311,4,109.99,0,-3.25927,-4.36409,-3.25927,-6.12802,-9.59156
1,234.552,11.3765,463.905,4,109.843,0,-3.92483,-4.20719,-3.92483,-5.88324,-8.99209
1,235.932,8.78875,445.76,4,109.959,0,-3.19329,-4.23368,-3.19329,-6.0366,-7.29342
1,235.595,11.8417,450.295,4,109.761,0,-3.97309,-3.46291,-3.97309,-6.37199,-8.83925
1,235.05,13.9099,457.725,4,109.666,0,-3.89779,-5.45081,-3.89779,-5.32506,-9.53917
1,234.42,16.2901,463.964,4,109.535,0,-3.89489,-4.72069,-3.89489,-6.77456,-8.95171
1,236.139,14.2897,444.332,4,109.649,0,-1.95759,-3.87781,-1.95759,-4.66137,-6.00023
1,235.46,16.2893,451.675,4,109.877,0,-3.93449,-4.66183,-3.93449,-5.40546,-9.57469
1,234.893,18.782,457.826,4,109.724,0,-3.90678,-4.78682,-3.90678,-5.54332,-9.82594
1,234.644,21.8415,462.628,4,109.819,0,-3.87526,-4.27909,-3.87526,-5.91931,-9.62723
1,235.982,18.774,445.513,4,109.372,0,-2.58656,-4.06987,-2.58656,-5.10432,-7.8758
1,235.463,21.2013,451.694,4,109.778,0,-3.86586,-5.1443,-3.86586,-5.98848,-9.35715
1,235.102,24.2903,456.536,4,109.725,0,-3.86363,-4.4072,-3.86363,-6.5296,-9.52583
1,234.492,26.3155,463.987,4,109.834,0,-3.85332,-4.31634,-3.85332,-4.87828,-9.13256
1,236.055,23.5639,445.801,4,109.928,0,-3.28352,-3.25253,-3.28352,-4.86103,-7.62711
1,235.584,26.6439,450.382,4,109.811,0,-3.93508,-3.4812,-3.93508,-6.61298,-9.59752
1,235.03,28.7455,457.803,4,109.838,0,-3.83929,-5.61469,-3.83929,-6.03999,-10.1586
1,234.522,31.305,463.964,4,109.75,0,-3.83799,-4.79845,-3.83799,-5.4966,-8.97573
1,236.023,29.064,444.192,4,109.678,0,-3.2284,-3.3714,-3.2284,-4.20972,-6.82019
1,235.392,30.9871,451.802,4,109.588,0,-3.94863,-4.71424,-3.94863,-6.09241,-9.53831
1,234.985,33.666,457.794,4,109.643,0,-3.92416,-5.47986,-3.92416,-4.35888,-9.04958
1,234.528,36.195,463.993,4,109.914,0,-3.861,-4.93648,-3.861,-4.86262,-9.13833
1,235.821,33.6065,445.595,4,109.872,0,-3.82789,-3.9845,-3.82789,-4.42799,-7.85825
1,235.429,36.1309,451.805,4,109.853,0,-3.9212,-4.57296,-3.9212,-4.74504,-9.33486
1,234.964,38.4967,457.894,4,109.808,0,-3.89256,-4.89535,-3.89256,-5.36939,-9.52594
1,234.513,41.098,464.082,4,109.59,0,-3.8963,-4.28247,-3.8963,-6.04398,-9.0386
1,235.945,38.439,445.566,4,109.619,0,-3.26692,-3.43805,-3.26692,-4.95911,-8.16035
1,235.444,40.9859,451.767,4,109.701,0,-3.90036,-5.3127,-3.90036,-6.02607,-9.47041
1,235.097,43.5362,457.927,4,109.757,0,-3.8956,-4.88656,-3.8956,-4.97092,-10.2281
1,234.504,45.9717,464.113,4,109.811,0,-3.81872,-4.28103,-3.81872,-5.59179,-8.48095
1,235.863,43.4657,445.709,4,109.821,0,-3.81945,-3.46196,-3.81945,-6.06,-7.86345
1,235.467,45.9386,451.829,4,109.877,0,-3.8839,-5.14954,-3.8839,-6.66745,-8.82827
1,235.079,48.4417,457.866,4,109.739,0,-3.89572,-4.77673,-3.89572,-7.21158,-9.27669
1,234.653,51.41,462.744,4,109.317,0,-3.78941,-3.64618,-3.78941,-6.58747,-8.80935
1,235.902,48.3249,445.575,4,109.301,0,-3.8635,-3.27831,-3.8635,-4.80502,-8.34072
1,235.366,50.8709,451.874,4,109.723,0,-3.81661,-4.58257,-3.81661,-5.46935,-8.33619
1,235.168,53.9533,456.456,4,109.757,0,-3.84138,-4.87239,-3.84138,-6.66209,-8.85744
1,234.605,56.4116,462.531,4,110.001,0,-3.89111,-4.91484,-3.89111,-5.50216,-9.52036
1,235.993,53.3713,445.651,4,109.513,0,-3.27362,-2.81492,-3.27362,-6.07725,-7.27946
1,235.589,56.3875,450.338,4,110.05,0,-3.89962,-4.09393,-3.89962,-5.48511,-8.93469
1,235.15,58.9052,456.483,4,109.614,0,-3.95961,-5.43052,-3.95961,-5.42554,-9.51989
1,234.778,61.3585,462.665,4,109.832,0,-3.96332,-4.86454,-3.96332,-4.89001,-9.76962
1,236.217,58.8074,444.21,4,109.783,0,-1.95575,-3.92678,-1.95575,-4.29704,-6.62249
1,235.602,61.2559,450.476,4,109.464,0,-3.78524,-4.66992,-3.78524,-6.67022,-9.41852
1,235.216,63.8418,456.469,4,110.002,0,-3.7444,-4.87792,-3.7444,-4.91194,-9.49654
1,234.666,65.9345,463.932,4,109.799,0,-3.85247,-4.31974,-3.85247,-5.39471,-8.35124
1,236.169,63.7093,444.293,4,109.776,0,-2.607,-3.75761,-2.607,-4.18505,-5.95057
1,235.696,66.2143,450.286,4,109.734,0,-3.93301,-4.08785,-3.93301,-5.46791,-8.82559
1,235.104,68.1714,458.048,4,109.823,0,-3.84899,-4.15445,-3.84899,-6.05693,-10.0609
1,234.608,70.83,464.077,4,110.028,0,-3.94135,-4.29406,-3.94135,-4.79163,-9.06358
1,236.046,68.6179,444.167,4,109.774,0,-2.54289,-3.8229,-2.54289,-4.31148,-6.7466
1,235.631,70.7408,451.672,4,109.937,0,-3.87636,-4.81879,-3.87636,-5.80722,-8.09342
1,235.096,73.1775,457.839,4,109.903,0,-3.86956,-4.25627,-3.86956,-6.85185,-9.65908
1,234.774,76.2497,462.599,4,109.784,0,-3.82803,-4.30233,-3.82803,-5.45917,-8.97528
1,235.942,73.1463,445.673,4,109.856,0,-3.23754,-3.32535,-3.23754,-4.90708,-7.51756
1,235.494,75.6019,451.674,4,109.62,0,-3.94625,-4.69466,-3.94625,-6.00385,-8.87214
1,235.193,78.6818,456.535,4,109.547,0,-3.81491,-5.49411,-3.81491,-6.45883,-9.37032
1,234.864,81.266,462.501,4,109.84,0,-3.92195,-4.28799,-3.92195,-5.43087,-8.86398
1,235.952,78.0141,445.678,4,109.75,0,-3.28744,-4.02913,-3.28744,-6.68841,-7.56957
1,235.674,81.1535,450.3,4,110.014,0,-3.22747,-3.58695,-3.22747,-5.56078,-9.67129
1,235.256,83.637,456.543,4,109.579,0,-3.83622,-4.85974,-3.83622,-5.74883,-10.056
1,234.65,85.6846,463.981,4,109.861,0,-3.90595,-3.70885,-3.90595,-6.69251,-9.07804
1,236.048,83.5987,444.069,4,109.901,0,-2.56087,-3.76641,-2.56087,-4.80226,-6.52512
1,235.646,86.2096,450.345,4,109.715,0,-3.83316,-3.40253,-3.83316,-6.21535,-8.81491
1,235.087,88.0669,457.832,4,109.802,0,-3.88738,-4.11687,-3.88738,-6.08036,-9.38249
1,234.803,91.2089,462.673,4,109.634,0,-3.81159,-4.81323,-3.81159,-6,-8.77741
1,235.985,88.5441,444.054,4,109.615,0,-1.95094,-3.03455,-1.95094,-4.74931,-6.56538
1,235.493,90.5526,451.63,4,109.988,0,-3.82547,-4.06421,-3.82547,-6.45759,-8.55541
1,235.285,93.6128,456.517,4,109.553,0,-3.86435,-4.84539,-3.86435,-5.40971,-9.59632
1,234.768,96.1351,462.489,4,109.84,0,-3.84741,-4.7893,-3.84741,-6.68266,-8.869
